CODE_DEPARTEMENT;NOM_DEPARTEMENT;;POPULATION;SUPERFICIE;COORDONNEE
79;DEUX-SEVRES;;648;2044.0;48.9463705582, 2.53294698908
22;COTES-D'ARMOR;;779;482.0;48.9563860108, 2.38153711075
67;BAS-RHIN;;1699;1715.0;48.8390940572, 2.52241210121
68;HAUT-RHIN;;836;483.0;48.7858609346, 2.45532324334
35;ILLE-ET-VILAINE;;1146;2191.0;48.7936595106, 2.46130588487
21;COTE-D'OR;;142;469.0;48.7936595106, 2.46130588487
1;AIN;;1068;906.0;48.7762353256, 2.46499109378
24;DORDOGNE;;62;913.0;48.7784209001, 2.4369261811
22;COTES-D'ARMOR;;570;1046.0;48.8499999955, 2.48333000333
21;COTE-D'OR;;44;669.0;48.8131701249, 2.38446409411
1;AIN;;300;939.0;48.8223304414, 2.38808535985
57;MOSELLE;;4789;1321.0;48.8159753136, 2.40738413355
2B;HAUTE-CORSE;;750;2769.0;48.7431090446, 2.40845459517
11;AUDE;;38;1256.0;48.7551642511, 2.35499421171
67;BAS-RHIN;;250;510.0;48.7856943955, 2.36647071078
71;SAONE-ET-LOIRE;;356;368.0;48.8217757228, 2.52756332943
52;HAUTE-MARNE;;752;599.0;48.7920423406, 2.38628049831
61;ORNE;;271;968.0;48.7833000027, 2.40000001124
57;MOSELLE;;1167;1572.0;48.5906773897, 2.30101607548
52;HAUTE-MARNE;;83;428.0;48.877497176, 2.1462509634
11;AUDE;;205;1463.0;49.0974919432, 2.52856000493
9;ARIEGE;;200;1808.0;48.6529588709, 2.6973875874
74;HAUTE-SAVOIE;;426;1417.0;49.0280559338, 2.41130683913
14;CALVADOS;;715;557.0;48.7876346614, 2.18027372782
70;HAUTE-SAONE;;74;501.0;48.9803054717, 1.6833527108
54;MEURTHE-ET-MOSELLE;;103;290.0;48.9841019375, 2.14059000506
85;VENDEE;;1077;2412.0;48.950515597, 2.92334562773
80;SOMME;;241;587.0;48.6529588709, 2.6973875874
69;RHONE;;1164;1513.0;49.0166999978, 2.76667000629
43;HAUTE-LOIRE;;264;1211.0;49.2064787643, 1.68123533002
25;DOUBS;;115;529.0;48.8555870865, 2.77612167768
39;JURA;;2375;1155.0;49.0428468544, 2.10747525507
53;MAYENNE;;280;1143.0;49.061418697, 2.09864198808
86;VIENNE;;567;2610.0;48.9825898865, 1.70708131462
69;RHONE;;49479;378.0;49.0166999978, 2.76667000629
11;AUDE;;145;2005.0;49.135023268, 2.12260690967
50;MANCHE;;547;1752.0;48.6833000002, 2.13333001024
83;VAR;;310;1893.0;48.6093780488, 2.47613074977
26;DROME;;157;4770.0;49.1567798366, 2.32965150999
80;SOMME;;922;1039.0;48.6529588709, 2.6973875874
37;INDRE-ET-LOIRE;;3884;3281.0;49.0021799135, 2.51712285145
50;MANCHE;;1902;1185.0;49.0569417268, 2.34525333828
74;HAUTE-SAVOIE;;1262;797.0;48.7076026184, 3.39409991797
37;INDRE-ET-LOIRE;;189;540.0;48.7791625393, 2.12978955428
4;ALPES-DE-HAUTE-PROVENCE;;119;1490.0;48.7272401803, 2.27395648717
3;ALLIER;;237;1950.0;48.5726013092, 2.35953772183
64;PYRENEES-ATLANTIQUES;;149;188.0;48.5193470577, 1.82664474762
55;MEUSE;;27;402.0;48.6951971133, 2.22611994235
17;CHARENTE-MARITIME;;251;628.0;48.1500491744, 2.70246269524
67;BAS-RHIN;;341;498.0;48.3778568637, 2.81935920706
66;PYRENEES-ORIENTALES;;7221;1040.0;48.8735759412, 2.65567514816
1;AIN;;1141;1265.0;48.9729158798, 1.74669184762
24;DORDOGNE;;713;837.0;48.9847498449, 2.37661474048
15;CANTAL;;71;974.0;48.8466867378, 2.82077423035
88;VOSGES;;243;250.0;48.9523031843, 1.64059464957
37;INDRE-ET-LOIRE;;452;1317.0;48.6320455965, 2.55564756743
67;BAS-RHIN;;873;1000.0;48.3801688682, 2.85142414983
33;GIRONDE;;1147;318.0;48.3846341076, 2.97401630471
64;PYRENEES-ATLANTIQUES;;252;1127.0;43.1872937369, 2.5262406499
52;HAUTE-MARNE;;385;711.0;43.333918474, 1.9518802247
7;ARDECHE;;525;562.0;43.3383757773, 1.83427719397
18;CHER;;64;788.0;43.2947570918, 2.04592030098
37;INDRE-ET-LOIRE;;512;5325.0;43.1321016031, 2.94315000434
47;LOT-ET-GARONNE;;78;1963.0;43.1833000015, 3.00000000355
62;PAS-DE-CALAIS;;423;748.0;43.0211138466, 3.05936508074
2A;CORSE-DU-SUD;;1311;2781.0;43.0211138466, 3.05936508074
57;MOSELLE;;498;442.0;43.0244015963, 3.05501000429
24;DORDOGNE;;112;2900.0;43.0166999946, 3.05000000541
65;HAUTES-PYRENEES;;32;115.0;42.8500000019, 2.20000000893
25;DOUBS;;222;890.0;43.3197512308, 2.0159730485
59;NORD;;4810;545.0;44.1480684719, 4.07718875097
25;DOUBS;;478;470.0;43.883299999, 4.68332999995
86;VIENNE;;395;1967.0;43.906760924, 4.71498827408
1;AIN;;816;687.0;43.7999995964, 4.63332999305
57;MOSELLE;;671;782.0;44.099999996, 4.70000000731
74;HAUTE-SAVOIE;;17206;470.0;44.1053577205, 4.70273145547
62;PAS-DE-CALAIS;;638;1568.0;44.1000016641, 4.66000000383
1;AIN;;871;776.0;44.099999996, 4.70000000731
26;DROME;;579;465.0;43.8232023923, 4.32495382993
52;HAUTE-MARNE;;1591;2042.0;44.018446971, 4.79764966052
71;SAONE-ET-LOIRE;;237;1222.0;43.9361279695, 4.57342044466
59;NORD;;132;542.0;43.6733675688, 4.43626848854
31;HAUTE-GARONNE;;70;261.0;43.7332999947, 4.21667000507
2B;HAUTE-CORSE;;45;426.0;43.3495520435, 3.13757030646
18;CHER;;129;289.0;43.4000049152, 3.68333011365
25;DOUBS;;1081;239.0;43.3298386997, 3.2319469564
71;SAONE-ET-LOIRE;;132;568.0;43.3250321528, 3.25528387237
43;HAUTE-LOIRE;;40;494.0;43.3268581439, 3.2357572752
22;COTES-D'ARMOR;;2453;2023.0;43.437386627, 3.70904235262
18;CHER;;415;2757.0;43.6744434582, 4.08189303508
32;GERS;;251;821.0;43.6000000029, 3.88333000557
35;ILLE-ET-VILAINE;;1305;1777.0;43.6230644901, 3.83058780693
32;GERS;;519;1088.0;43.4875838979, 3.68711115142
63;PUY-DE-DOME;;128;1167.0;43.4102403603, 3.72328740724
70;HAUTE-SAONE;;66;569.0;43.4170500033, 3.70878964
79;DEUX-SEVRES;;1745;1886.0;43.415958887, 3.69914638387
49;MAINE-ET-LOIRE;;1062;2135.0;43.4079016208, 3.7243300041
25;DOUBS;;2508;1007.0;43.6560868778, 3.95052288963
32;GERS;;641;2281.0;44.7971116098, 3.27525053319
60;OISE;;230;859.0;42.4833935848, 2.68041701727
60;OISE;;196;374.0;44.1707149286, 4.15083341269
80;SOMME;;530;3462.0;44.1735616951, 4.15213471165
60;OISE;;1050;1293.0;44.150000002, 4.21667000288
75;PARIS;;186116;675.0;43.862293662, 4.27160407416
75;PARIS;;167613;1641.0;43.7901041333, 4.33809120475
92;HAUTS-DE-SEINE;;83845;482.0;44.6089774762, 3.28518912715
93;SEINE-SAINT-DENIS;;52213;813.0;43.8072810616, 4.63828532052
95;VAL-D'OISE;;723;476.0;43.7149353668, 3.94224284861
93;SEINE-SAINT-DENIS;;42699;736.0;43.707545904, 4.27915300002
94;VAL-DE-MARNE;;18976;435.0;48.5754978224, 7.75399933395
95;VAL-D'OISE;;3396;383.0;48.6135059295, 7.75121582536
95;VAL-D'OISE;;69;359.0;48.5704054101, 7.52680040343
95;VAL-D'OISE;;3317;423.0;48.8241388289, 7.80670426855
60;OISE;;943;629.0;48.5766783212, 7.784797903
60;OISE;;404;596.0;48.7664503086, 7.86325162669
77;SEINE-ET-MARNE;;1446;815.0;48.2836307283, 7.46644757744
77;SEINE-ET-MARNE;;6256;458.0;48.2702401274, 7.28495524673
77;SEINE-ET-MARNE;;1271;751.0;48.1032795732, 7.38128184086
60;OISE;;162;593.0;48.0705628603, 7.36465098002
60;OISE;;165;713.0;48.5833000007, 7.75000000774
60;OISE;;620;1133.0;48.8213871691, 7.73600111487
78;YVELINES;;5089;144.0;48.2599516143, 7.22985551332
60;OISE;;1298;450.0;48.8584845622, 8.10215559802
80;SOMME;;134;617.0;48.604088713, 7.8048572642
86;VIENNE;;285;1058.0;48.6022086468, 7.81090683834
11;AUDE;;864;2234.0;48.7416019267, 7.92526000304
56;MORBIHAN;;1767;4128.0;47.8093213775, 7.17633216489
36;INDRE;;298;1480.0;48.7489712925, 7.94736921805
63;PUY-DE-DOME;;71;855.0;48.7698121686, 7.41330154805
63;PUY-DE-DOME;;695;1012.0;47.8007897333, 7.20173585654
33;GIRONDE;;504;726.0;48.9753000019, 8.17583000344
1;AIN;;157;363.0;48.8219019307, 7.7415900031
24;DORDOGNE;;47;304.0;48.8879711262, 7.90781360613
62;PAS-DE-CALAIS;;279;832.0;47.9109692047, 7.29164668371
22;COTES-D'ARMOR;;1220;3191.0;47.9110453386, 7.29305242879
32;GERS;;281;979.0;47.8741020692, 7.30804205004
31;HAUTE-GARONNE;;329;1786.0;48.9211165108, 7.65925882634
36;INDRE;;1143;9880.0;48.9567784301, 7.62941341154
59;NORD;;416;215.0;48.8619465127, 7.67889909298
80;SOMME;;449;1365.0;47.7874224592, 7.51790241112
37;INDRE-ET-LOIRE;;847;2504.0;47.9999999983, 7.56667000839
39;JURA;;78;712.0;47.7916177662, 7.52165716566
15;CANTAL;;135;972.0;48.2593891849, 7.45424976292
59;NORD;;1339;677.0;48.6635549183, 7.76526958082
36;INDRE;;906;1608.0;48.5409957435, 7.4877563693
17;CHARENTE-MARITIME;;105;804.0;48.5754978224, 7.75399933395
22;COTES-D'ARMOR;;3289;4436.0;48.5134491676, 7.72482196943
86;VIENNE;;423;837.0;47.5833000012, 7.55000000375
79;DEUX-SEVRES;;228;1710.0;48.6457231228, 7.78176479718
71;SAONE-ET-LOIRE;;209;498.0;47.8333000009, 7.50000000139
44;LOIRE-ATLANTIQUE;;7504;2006.0;47.8026610417, 7.13628262382
33;GIRONDE;;231;428.0;47.7539065583, 7.52063631478
11;AUDE;;417;614.0;47.6013540201, 7.58313314801
36;INDRE;;950;2554.0;48.1666999985, 7.19999999654
31;HAUTE-GARONNE;;90;415.0;47.6358745309, 7.09946617333
26;DROME;;243;538.0;48.7667000032, 7.95000000521
85;VENDEE;;661;1884.0;48.9198165789, 7.59055448362
52;HAUTE-MARNE;;250;61.0;48.0500018912, 7.30000000321
65;HAUTES-PYRENEES;;177;628.0;47.7684618027, 7.30674039503
76;SEINE-MARITIME;;371;1128.0;48.9013696734, 7.9091220633
62;PAS-DE-CALAIS;;59;410.0;48.8218811995, 7.79088579711
57;MOSELLE;;1456;985.0;47.7392518748, 7.13887000324
11;AUDE;;532;2652.0;48.4833000006, 7.68333000451
18;CHER;;470;2645.0;48.0705628603, 7.36465098002
71;SAONE-ET-LOIRE;;1939;919.0;48.7441965957, 7.3552773994
84;VAUCLUSE;;11979;4509.0;48.4625025956, 7.48085108497
62;PAS-DE-CALAIS;;215;420.0;48.5825341352, 7.63506387534
2B;HAUTE-CORSE;;43479;1977.0;48.1166999992, 7.53332999909
82;TARN-ET-GARONNE;;136;632.0;48.5754978224, 7.75399933395
14;CALVADOS;;366;361.0;47.8753468547, 7.02904423727
40;LANDES;;854;938.0;48.4167000016, 7.61667000232
4;ALPES-DE-HAUTE-PROVENCE;;84;1064.0;47.9518892254, 7.29459735436
86;VIENNE;;3971;3393.0;47.7543018756, 7.30480000319
58;NIEVRE;;139;336.0;48.9293071187, 7.08453114516
84;VAUCLUSE;;3147;9058.0;48.9089618018, 7.84783330684
11;AUDE;;25;712.0;48.9440229414, 7.89113872938
58;NIEVRE;;75;1882.0;47.3742618552, 7.14157000322
85;VENDEE;;14271;870.0;48.5879224827, 7.70484340274
69;RHONE;;2249;1403.0;47.7417571955, 7.34506355414
7;ARDECHE;;150;646.0;47.965359288, 7.30022275471
85;VENDEE;;4256;2733.0;48.5638019177, 7.75044000309
39;JURA;;444;1552.0;48.5655202378, 7.73829933879
59;NORD;;2255;857.0;48.5358254473, 7.78725413416
54;MEURTHE-ET-MOSELLE;;304;447.0;48.8951114691, 8.10757222744
59;NORD;;3340;1333.0;49.0322640773, 7.95219399002
86;VIENNE;;404;1414.0;48.8237238196, 7.48123175195
47;LOT-ET-GARONNE;;158;882.0;48.9201589436, 7.3901063474
14;CALVADOS;;206;385.0;48.8329845726, 7.73939030455
62;PAS-DE-CALAIS;;578;624.0;48.5265155091, 7.59662582149
18;CHER;;40;1699.0;48.6652943529, 7.82160366096
18;CHER;;215;2774.0;48.5563771618, 7.68013946077
16;CHARENTE;;244;214.0;48.5754978224, 7.75399933395
59;NORD;;1031;477.0;48.5409957435, 7.4877563693
47;LOT-ET-GARONNE;;344;921.0;48.5423414851, 7.42632295779
86;VIENNE;;538;2560.0;48.6211138656, 7.48973498894
40;LANDES;;1598;562.0;48.154372783, 7.55273575618
6;ALPES-MARITIMES;;3993;2935.0;48.6211138656, 7.48973498894
6;ALPES-MARITIMES;;1337;730.0;48.5243996839, 7.33826720181
64;PYRENEES-ATLANTIQUES;;2326;1399.0;48.3193878082, 7.71887076768
24;DORDOGNE;;986;1466.0;48.824246812, 7.75492298969
17;CHARENTE-MARITIME;;295;955.0;48.1450113347, 7.18413694988
81;TARN;;167;977.0;48.0705628603, 7.36465098002
14;CALVADOS;;531;477.0;48.0705628603, 7.36465098002
11;AUDE;;95;2426.0;48.2456035206, 7.18085208519
26;DROME;;432;1128.0;48.0705628603, 7.36465098002
57;MOSELLE;;853;691.0;47.8090553513, 7.19031246124
49;MAINE-ET-LOIRE;;6914;3588.0;47.8761075163, 7.3201785611
19;CORREZE;;246;1753.0;47.8745954067, 7.33091695351
64;PYRENEES-ATLANTIQUES;;4605;773.0;47.8421968893, 7.27805562004
3;ALLIER;;260;844.0;47.8333000009, 7.50000000139
54;MEURTHE-ET-MOSELLE;;70;239.0;47.786226127, 7.36693778654
53;MAYENNE;;535;1791.0;47.5941241775, 7.53527142721
54;MEURTHE-ET-MOSELLE;;116;772.0;47.630428235, 7.26564143588
25;DOUBS;;120;702.0;47.7417571955, 7.34506355414
29;FINISTERE;;2153;8083.0;48.7410019266, 7.57316000316
68;HAUT-RHIN;;222;202.0;48.7529609504, 7.7753030804
14;CALVADOS;;417;781.0;47.7876120305, 7.50986713508
36;INDRE;;2826;5639.0;48.9242011656, 8.0999201654
59;NORD;;231;450.0;47.6666999963, 7.21666999669
70;HAUTE-SAONE;;306;1164.0;48.8213871691, 7.73600111487
29;FINISTERE;;7703;1891.0;48.6440019217, 7.7270000031
43;HAUTE-LOIRE;;1065;2413.0;48.5682685726, 7.73655365927
51;MARNE;;6057;469.0;47.8753468547, 7.02904423727
51;MARNE;;1985;1172.0;48.1703858623, 7.59902995938
51;MARNE;;849;3739.0;48.9753000019, 8.17583000344
10;AUBE;;97;586.0;48.5302385365, 7.50180396147
10;AUBE;;53;362.0;48.1923993691, 7.32499430145
10;AUBE;;449;1092.0;48.421018429, 7.65721012292
51;MARNE;;152;3010.0;48.5921568473, 7.69549629338
10;AUBE;;72;1307.0;43.013027836, 0.600038817636
51;MARNE;;668;1743.0;43.6512448465, 1.97451980695
51;MARNE;;119;1390.0;44.9350199547, 1.85533315986
51;MARNE;;34;732.0;44.4696968682, 1.42871091036
51;MARNE;;93;624.0;44.5973124716, 2.00394227883
51;MARNE;;789;2240.0;44.932301714, 1.58810000495
8;ARDENNES;;37;829.0;44.9341017142, 1.85833000485
8;ARDENNES;;78;1405.0;42.8121241672, 1.59116155106
51;MARNE;;228;2767.0;43.1166016017, 1.60705000481
25;DOUBS;;136;991.0;43.2110704635, 1.69047418479
14;CALVADOS;;1417;319.0;43.0040188782, 1.61491621949
16;CHARENTE;;1056;4684.0;43.9359474123, 2.1456157384
83;VAR;;2745;13337.0;43.9358520534, 2.17956880451
11;AUDE;;2549;895.0;43.5890016317, 2.18400000464
73;SAVOIE;;208;209.0;44.011601658, 2.15991000468
73;SAVOIE;;2914;611.0;43.5364942539, 2.26158477637
83;VAR;;2313;4436.0;44.0528992471, 2.15889607106
67;BAS-RHIN;;320;755.0;43.6252669429, 1.34921792869
59;NORD;;1050;1024.0;43.6002348624, 1.45103505654
13;BOUCHES-DU-RHONE;;3298;1612.0;43.6112557969, 1.3703547932
26;DROME;;569;1072.0;43.6736821853, 1.41453690625
21;COTE-D'OR;;49;346.0;43.6342357593, 1.40679605746
8;ARDENNES;;184;386.0;43.5619494493, 1.48155132017
16;CHARENTE;;1639;571.0;43.6038382567, 1.28816225018
13;BOUCHES-DU-RHONE;;551;1006.0;43.6562836281, 1.41395158096
25;DOUBS;;239;774.0;43.6773857803, 1.39162636917
69;RHONE;;800;1468.0;44.4600016857, 2.73000000451
7;ARDECHE;;52;1061.0;44.0305253723, 1.3596780772
6;ALPES-MARITIMES;;73603;2100.0;44.0222805392, 1.36170173645
72;SARTHE;;521;2745.0;44.2577709917, 1.48683761317
25;DOUBS;;242;834.0;44.122483797, 0.878923270246
8;ARDENNES;;42;679.0;44.321502712, 3.07314762686
8;ARDENNES;;951;2377.0;44.5562727954, 2.2158118092
58;NIEVRE;;303;856.0;44.5613468012, 2.2352734033
55;MEUSE;;157;1102.0;43.2415678089, -0.0112365569443
46;LOT;;162;877.0;43.1227403648, 0.384361763194
14;CALVADOS;;1374;1385.0;42.963342706, -0.0686003907674
16;CHARENTE;;1576;851.0;42.9631963671, -0.0659144213928
38;ISERE;;5932;2357.0;43.1835016055, 0.00733799539721
54;MEURTHE-ET-MOSELLE;;96;445.0;43.1619486926, 0.962256462922
32;GERS;;99;932.0;43.1705012345, 0.968949048243
33;GIRONDE;;227;795.0;42.9103806088, 0.659020438208
6;ALPES-MARITIMES;;282;2217.0;43.8078324419, 1.56427739341
69;RHONE;;181;570.0;43.4697105722, 2.51302607227
64;PYRENEES-ATLANTIQUES;;199;600.0;43.1977648545, 1.01211578678
38;ISERE;;925;783.0;42.9614296838, 1.86510205839
88;VOSGES;;57;494.0;43.1154157633, 1.61157545143
37;INDRE-ET-LOIRE;;1706;604.0;43.7643657447, 2.02797214908
33;GIRONDE;;1691;753.0;44.0205622208, 1.29556730683
32;GERS;;177;1270.0;43.6660161057, 1.41260535377
80;SOMME;;146;467.0;43.5608617016, 1.3901056342
71;SAONE-ET-LOIRE;;137;717.0;43.2625797406, 0.664899131042
8;ARDENNES;;203;1268.0;43.5637188862, 1.39203597609
2;AISNE;;1188;628.0;44.927407422, 1.84045784265
2;AISNE;;14110;1830.0;43.8782468509, 1.25165230938
2;AISNE;;318;1035.0;43.6002348624, 1.45103505654
2;AISNE;;749;1316.0;43.547239117, 1.39461919279
2;AISNE;;446;922.0;43.4842413779, 1.34043222899
2;AISNE;;133;669.0;43.6002348624, 1.45103505654
2;AISNE;;25317;4458.0;43.6254758967, 1.37641232863
2;AISNE;;399;838.0;43.6515482884, 1.36132357473
2;AISNE;;34;488.0;43.6461240505, 0.785568372121
8;ARDENNES;;139;877.0;43.3991598822, 0.202725103519
2;AISNE;;54;556.0;43.6002348624, 1.45103505654
2;AISNE;;184;501.0;43.5877622191, 1.38277193705
8;ARDENNES;;247;2428.0;44.9485017151, 1.92939000483
2;AISNE;;378;1561.0;43.6049617506, 1.33653164674
2;AISNE;;364;1810.0;43.551115493, 1.41997527773
8;ARDENNES;;613;507.0;43.4783250025, 1.34039185045
8;ARDENNES;;192;1073.0;43.9277016528, 2.13167000468
8;ARDENNES;;1080;723.0;43.5988670937, 1.23304088286
8;ARDENNES;;1080;723.0;43.487592268, 1.34123795657
57;MOSELLE;;5377;1959.0;44.1600737029, 1.52677774921
68;HAUT-RHIN;;1207;1477.0;43.1687974185, 0.960963309569
88;VOSGES;;956;4495.0;43.0148156565, 0.61057691958
52;HAUTE-MARNE;;168;3727.0;43.1227403648, 0.384361763194
68;HAUT-RHIN;;1826;1179.0;43.6990262019, 1.81375110752
57;MOSELLE;;627;2394.0;43.6060384009, 2.23656951644
88;VOSGES;;487;2133.0;43.9556843698, 1.22846546834
52;HAUTE-MARNE;;95;1973.0;43.3639016173, 1.46538000488
70;HAUTE-SAONE;;333;829.0;43.1612249962, 0.755678895218
71;SAONE-ET-LOIRE;;402;3203.0;43.8943016507, 2.14112000468
21;COTE-D'OR;;122;3921.0;44.0622016611, 2.13830000469
39;JURA;;218;2029.0;43.5097510761, 0.406335920425
25;DOUBS;;786;2140.0;43.4574764085, 0.673457562819
39;JURA;;264;1694.0;43.6002348624, 1.45103505654
21;COTE-D'OR;;142;945.0;43.7745193819, 1.68206475974
39;JURA;;321;1658.0;43.1513310816, 0.0240588045442
89;YONNE;;122;2390.0;43.6112751466, 1.31478417284
58;NIEVRE;;182;2346.0;43.7265341151, 1.41192111345
21;COTE-D'OR;;493;1015.0;43.6320277481, 1.48459328355
71;SAONE-ET-LOIRE;;386;995.0;43.8007908804, 2.0051909149
39;JURA;;234;2024.0;43.1227403648, 0.384361763194
70;HAUTE-SAONE;;800;3297.0;44.3532281502, 2.03295683623
57;MOSELLE;;445;1678.0;43.1227403648, 0.384361763194
52;HAUTE-MARNE;;290;1727.0;44.3792729931, 2.02748734718
68;HAUT-RHIN;;1580;1189.0;43.643949697, 1.49190856397
8;ARDENNES;;2423;3260.0;43.3639016173, 1.46538000488
52;HAUTE-MARNE;;585;1569.0;32.0427710199, -0.116553763014
67;BAS-RHIN;;978;2276.0;32.0087887535, -0.698993308268
57;MOSELLE;;13656;1274.0;32.0087887535, -0.698993308268
88;VOSGES;;878;1014.0;32.0087887535, -0.698993308268
67;BAS-RHIN;;4327;3197.0;32.0087887535, -0.698993308268
54;MEURTHE-ET-MOSELLE;;295;621.0;32.0087887535, -0.698993308268
8;ARDENNES;;105;1558.0;32.0087887535, -0.698993308268
55;MEUSE;;176;1532.0;32.0087887535, -0.698993308268
55;MEUSE;;188;1399.0;46.2183883584, 4.52107974953
67;BAS-RHIN;;1769;657.0;31.9904300685, -0.19141937218
88;VOSGES;;402;925.0;43.2339262606, 3.31313993431
57;MOSELLE;;10069;1009.0;32.0087887535, -0.698993308268
54;MEURTHE-ET-MOSELLE;;1172;1649.0;41.6197336911, 3.52596284262
54;MEURTHE-ET-MOSELLE;;513;456.0;50.4313753, 3.16782347388
67;BAS-RHIN;;11031;343.0;50.3147322004, 3.4565090926
67;BAS-RHIN;;2240;373.0;50.5022525591, 2.44803051189
58;NIEVRE;;1827;2385.0;50.5800020118, 1.6100000054
71;SAONE-ET-LOIRE;;1579;1571.0;50.3511988578, 3.54245904789
71;SAONE-ET-LOIRE;;32917;2704.0;51.0300207846, 2.29026852716
71;SAONE-ET-LOIRE;;92;1112.0;50.3083271479, 3.24415613959
58;NIEVRE;;135;1377.0;50.4918271818, 2.85998447514
21;COTE-D'OR;;1037;2613.0;50.4195455921, 2.94598181547
71;SAONE-ET-LOIRE;;5657;1880.0;50.1316225133, 3.16783585268
70;HAUTE-SAONE;;220;1565.0;50.4670733323, 1.76607385647
97;MARTINIQUE;;85667;4353.0;50.3413537112, 3.16518704848
97;MARTINIQUE;;17039;3129.0;50.4484725826, 2.64843075174
97;MARTINIQUE;;5983;2794.0;50.3185639847, 3.44758904547
89;YONNE;;120;913.0;50.3264286885, 3.38608560352
89;YONNE;;53;714.0;50.5281019177, 2.64297190202
77;SEINE-ET-MARNE;;181;431.0;50.9866354136, 2.15823976519
60;OISE;;910;759.0;50.2999317454, 2.80162738562
77;SEINE-ET-MARNE;;611;1341.0;50.553602011, 2.97949000488
60;OISE;;255;1673.0;50.70548857, 2.34568639701
2;AISNE;;389;2489.0;50.4683489585, 2.58810727969
78;YVELINES;;26488;928.0;50.2832999992, 3.31667001156
77;SEINE-ET-MARNE;;1450;1770.0;50.30454384, 3.42802196476
77;SEINE-ET-MARNE;;499;197.0;50.9859194627, 2.12483468387
28;EURE-ET-LOIR;;109;746.0;51.0431381202, 2.29421714624
28;EURE-ET-LOIR;;467;4442.0;50.5673614979, 3.13197633629
21;COTE-D'OR;;499;891.0;50.3863932586, 3.47587454262
73;SAVOIE;;541;1409.0;51.0007377075, 2.21801943841
39;JURA;;122;977.0;50.9461275372, 1.83858277625
49;MAINE-ET-LOIRE;;2236;1873.0;50.4306690284, 2.82359798468
9;ARIEGE;;127;557.0;50.8134059139, 2.5760184937
9;ARIEGE;;23;405.0;50.5071062682, 2.47465823803
81;TARN;;36;476.0;50.2768019989, 3.99394000448
44;LOIRE-ATLANTIQUE;;1587;2140.0;50.7058049051, 3.17130141426
65;HAUTES-PYRENEES;;23;424.0;51.0289402107, 2.37150105774
33;GIRONDE;;1478;992.0;50.6122063337, 3.18762065473
11;AUDE;;274;2070.0;50.3346443775, 3.04870560171
2B;HAUTE-CORSE;;1654;2228.0;51.0289402107, 2.37150105774
35;ILLE-ET-VILAINE;;3370;2339.0;50.4907755317, 2.87090116257
80;SOMME;;401;303.0;50.704407998, 2.83928707555
54;MEURTHE-ET-MOSELLE;;247;728.0;50.3792054907, 3.08972326094
22;COTES-D'ARMOR;;747;958.0;50.3706510705, 3.50381945
34;HERAULT;;295;368.0;50.7664183014, 3.08930212549
25;DOUBS;;473;1081.0;50.4716170797, 2.71397374765
65;HAUTES-PYRENEES;;9;285.0;50.7300846864, 2.29922769164
65;HAUTES-PYRENEES;;418;1143.0;50.2046579072, 3.83541687806
25;DOUBS;;362;299.0;50.379481401, 3.56845470826
62;PAS-DE-CALAIS;;948;541.0;51.010621711, 2.15499831232
53;MAYENNE;;423;1040.0;50.512874744, 1.63725935971
17;CHARENTE-MARITIME;;442;1184.0;51.0508351555, 2.44471945575
2;AISNE;;530;970.0;50.9461275372, 1.83858277625
80;SOMME;;312;588.0;50.2046021691, 2.75456062806
8;ARDENNES;;428;2294.0;50.873650228, 1.97881916325
8;ARDENNES;;16;1884.0;50.1927010644, 3.25815849097
8;ARDENNES;;248;864.0;50.5293475564, 2.71471745225
36;INDRE;;293;2841.0;50.6933363458, 2.4026752423
57;MOSELLE;;553;272.0;50.3742849497, 3.34020265574
68;HAUT-RHIN;;938;460.0;50.6104585697, 2.98213961148
70;HAUTE-SAONE;;111;843.0;51.0387020317, 2.35559000515
13;BOUCHES-DU-RHONE;;5379;4488.0;51.0508351555, 2.44471945575
18;CHER;;863;9935.0;50.4254787534, 3.66013071721
59;NORD;;713;911.0;50.2480741152, 3.91152031399
3;ALLIER;;1390;3465.0;50.3302019773, 3.60102408039
16;CHARENTE;;1000;1040.0;50.5271719397, 2.56568499956
18;CHER;;320;2852.0;50.4595722273, 3.28520587221
62;PAS-DE-CALAIS;;2151;611.0;50.4374421942, 2.61217282798
49;MAINE-ET-LOIRE;;27523;6651.0;50.1038318088, 3.56383165819
38;ISERE;;3697;2473.0;51.0155312591, 2.28463995091
47;LOT-ET-GARONNE;;211;396.0;50.3713670057, 2.03571724309
4;ALPES-DE-HAUTE-PROVENCE;;3090;1871.0;50.1370110941, 3.33222295913
2B;HAUTE-CORSE;;24;1215.0;50.3792054907, 3.08972326094
3;ALLIER;;398;2580.0;50.6652314456, 3.05059012165
2A;CORSE-DU-SUD;;66245;8314.0;51.000444561, 2.32510630102
22;COTES-D'ARMOR;;11346;2688.0;50.7712020205, 3.08471000486
14;CALVADOS;;212;579.0;50.6263882712, 3.00775728281
46;LOT;;702;1286.0;50.4300020055, 2.8900000049
36;INDRE;;244;2407.0;50.7014071775, 3.21635376355
40;LANDES;;592;1061.0;50.6910373015, 3.19286965441
62;PAS-DE-CALAIS;;6521;414.0;50.3969020041, 3.07782000483
81;TARN;;94;679.0;50.2894118048, 4.04032987218
11;AUDE;;1002;1339.0;50.3411020017, 3.58915000463
1;AIN;;726;1273.0;51.0369993063, 2.34874189341
