Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees;Milieu;Polluant;Quantite
065.06288;TOTAL Marketing Services;5,42E+13;23-25 -  route de Seine;92230;GENNEVILLIERS;HAUTS-DE-SEINE;ILE-DE-FRANCE;595662.531;2438709.702;5210B;Entreposage et stockage non frigorifique;;;48.9465809655, 2.27732482694;Air;Composés organiques volatils non méthaniques (COVNM);39200
065.06295;GENNEVILLIERS ENERGIE;7,95E+13;15 RUE PAUL VERLAINE;92230;GENNEVILLIERS;HAUTS-DE-SEINE;ILE-DE-FRANCE;597323.774;2437230.847;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.9333000011, 2.30000000958;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);486000
065.06303;KALITA;7,52E+13;5 -  rue Jules Verne;92300;LEVALLOIS-PERRET;HAUTS-DE-SEINE;ILE-DE-FRANCE;596099.115;2433526.2;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.8999999986, 2.28332999878;Air;CO2 Total d'origine non biomasse uniquement;264100
065.06320;CICEO;6,72E+13;80 -  rue Roque de Fillol;92800;PUTEAUX;HAUTS-DE-SEINE;ILE-DE-FRANCE;593244.57;2431854.06;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.8849482529, 2.24444518758;Air;CO2 Total d'origine non biomasse uniquement;143700
065.06325;SOCLIS;3,04E+13;24 -  rue Pagès;92150;SURESNES;HAUTS-DE-SEINE;ILE-DE-FRANCE;592426.245;2429824.632;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.8667000007, 2.23333000032;Air;CO2 Total d'origine non biomasse uniquement;426900
065.06326;AIRBUS GROUP;3,42E+13;12 rue Pasteur;92150;SURESNES;HAUTS-DE-SEINE;ILE-DE-FRANCE;592198;2430067;7010Z;Activités des sièges sociaux;;;48.8688754922, 2.23021618153;Air;Hydrochlorofluorocarbures (HCFC);345
065.06332;Rubis Terminal Villeneuve la Garenne;7,76E+13;: 1 Avenue Philippe Lebon;92390;VILLENEUVE-LA-GARENNE;HAUTS-DE-SEINE;ILE-DE-FRANCE;598197;2438721;5210B;Entreposage et stockage non frigorifique;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;48.9466948543, 2.31190449459;Air;Composés organiques volatils non méthaniques (COVNM);71000
065.06348;AULNAY 3000;4,57E+13;6 RUE ABRAHAM DUQUESNE;93600;AULNAY-SOUS-BOIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;611610;2437628;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.9367708469, 2.49487870834;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);633400
065.06356;Societe de Distribution de Chaleur de Bagnolet;6,72E+13;9 à  15 Avenue des roses;93170;BAGNOLET;SEINE-SAINT-DENIS;ILE-DE-FRANCE;606029;2430430;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.8721581743, 2.41864558962;Air;CO2 Total d'origine non biomasse uniquement;4985880,01
065.06365;SEMECO (et IDEX ENERGIES);3,16E+13;route de la Cité Administrative;93000;BOBIGNY;SEINE-SAINT-DENIS;ILE-DE-FRANCE;607754;2435258;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.9155297685, 2.44223514999;Air;CO2 Total d'origine non biomasse uniquement;631000
065.06369;SOCIETE THERMIQUE DE BONDY;5,34E+13;31 -  rue André Sackaroff;93140;BONDY;SEINE-SAINT-DENIS;ILE-DE-FRANCE;610559;2434283;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.9067276238, 2.48045870711;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);228200
065.06383;AIRBUS HELICOPTERS;3,52E+13;2 -  av Marcel Cachin CS 30003;93123;LA COURNEUVE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;603572;2436783;3030Z;Construction aéronautique et spatiale;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à  30 m3;48.9292714254, 2.38522379188;Air;Trichloroéthylène (TRI);77786,6
065.06395;chaufferie ZUP de villepinte;7,94E+13;avenue Georges Clemenceau;93420;VILLEPINTE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;616483.9;2439737.17;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.9556190268, 2.56144629824;Air;CO2 Total d'origine non biomasse uniquement;382000
065.06415;CHAUFFERIE S.G.R.M.;4,39E+13;3 rue D'ALSACE-CHAMPAGNE-ARDENNE-LORRAINE ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;93330;NEUILLY-SUR-MARNE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;614244;2428774;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.8571461046, 2.53051251598;Air;CO2 Total d'origine non biomasse uniquement;286500
065.06440;TECHNIC France;3,01E+13;15 rue de la Montjoie BP 79;93212;SAINT-DENIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;600967;2437641;2059Z;Fabrication d'autres produits chimiques n.c.a.;;;48.9369911532, 2.34969549578;Air;Trichloroéthylène (TRI);5690
065.06442;Plaine Commune Energie;8,01E+13;rue de la Poterie;93200;SAINT-DENIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;600967;2437641;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.9369911532, 2.34969549578;Air;CO2 Total d'origine non biomasse uniquement;247400
065.06446;Plaine Commune Energie (centrale Fort de l'Est);8,01E+13;1 - Rue Maréchal Lyautey;93200;SAINT-DENIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;601600.081;2437230.407;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.933300002, 2.35833000698;Air;CO2 Total d'origine non biomasse uniquement;2902000
065.06449;PSA PEUGEOT CITROEN;5,42E+13;23 avenue du Capitaine Glarner;93582;SAINT-OUEN;SEINE-SAINT-DENIS;ILE-DE-FRANCE;599507;2434219;2550B;Découpage -  emboutissage;;;48.9062382161, 2.32978371375;Air;Cobalt et ses composés (Co);209,1
065.06453;TIRU;3,34E+13;22 -  rue Ardoin;93584;SAINT-OUEN;SEINE-SAINT-DENIS;ILE-DE-FRANCE;674505;2590950;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à  l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure;50.3093884209, 3.38054527821;Air;Protoxyde d'azote (N2O);22594453,17
065.06454;CPCU chaufferies de ST-OUEN I et ST-OUEN II;5,42E+13;63 -  rue Ardoin;93400;SAINT-OUEN;SEINE-SAINT-DENIS;ILE-DE-FRANCE;599270;2434809;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.911540328, 2.32655156229;Air;Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);28578400
065.06455;ZUP ROUGEMONT;4,57E+13;1 rue Jean Moulin;93270;SEVRAN;SEINE-SAINT-DENIS;ILE-DE-FRANCE;613331.53;2437239.81;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.9332489122, 2.51835015938;Air;CO2 Total d'origine non biomasse uniquement;570600
065.06456;chaufferie zup de sevran;3,10E+13;avenue Salvador Allendé;93270;SEVRAN;SEINE-SAINT-DENIS;ILE-DE-FRANCE;614398.02;2438702.47;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.9463705582, 2.53294698908;Air;CO2 Total d'origine non biomasse uniquement;717000
065.06457;Plaine Commune Energie (NORD);8,01E+13;1 Rue Hennequin;93240;STAINS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;603300;2439800;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.9563860108, 2.38153711075;Air;CO2 Total d'origine non biomasse uniquement;1572600
065.06481;CREALIS;6,42E+13;26 rue des coulons;94360;BRY-SUR-MARNE;VAL-DE-MARNE;ILE-DE-FRANCE;613654;2426764;8292Z;Activités de conditionnement;;;48.8390940572, 2.52241210121;Air;Chlorofluorocarbures (CFC);127934,2
065.06493;CHAUFFERIE A CENTRE-VAL DE LOIRE;4,14E+13;RUE BERNARD HALPERN;94000;CRETEIL;VAL-DE-MARNE;ILE-DE-FRANCE;608735.52;2420831.65;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.7858609346, 2.45532324334;Air;CO2 Total d'origine non biomasse uniquement;192300
065.06494;SCUC Chaufferie du Palais;4,14E+13;;94000;CRETEIL;VAL-DE-MARNE;ILE-DE-FRANCE;609174;2421700;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.7936595106, 2.46130588487;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);43600
065.06495;SCUC Chaufferie Echat Ouest;4,14E+13;rue Esquirol;94000;CRETEIL;VAL-DE-MARNE;ILE-DE-FRANCE;609174;2421700;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.7936595106, 2.46130588487;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);214600
065.06496;CENTRALE THERMIQUE NÂ°1;4,14E+13;14 RUE ROBERT DELAUNAY;94000;CRETEIL;VAL-DE-MARNE;ILE-DE-FRANCE;609448.05;2419761.82;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.7762353256, 2.46499109378;Air;CO2 Total d'origine non biomasse uniquement;375000
065.06498;CRETEIL INCINERATION ENERGIE;3,44E+13;10/11 RUE DES MALFOURCHES;94034;CRETEIL;VAL-DE-MARNE;ILE-DE-FRANCE;607384;2420002;3821Z;Traitement et élimination des déchets non dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;48.7784209001, 2.4369261811;Air;Thallium et ses composés;5701064,721
065.06505;chaufferie zup de fontenay;4,50E+13;4 -  avenue Jean Moulin;94120;FONTENAY-SOUS-BOIS;VAL-DE-MARNE;ILE-DE-FRANCE;610781.34;2427971.403;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.8499999955, 2.48333000333;Air;CO2 Total d'origine non biomasse uniquement;1011830,5
065.06508;chaufferie nord;5,52E+13;144 -  av de Casanova;94200;IVRY-SUR-SEINE;VAL-DE-MARNE;ILE-DE-FRANCE;603524.06;2423864.63;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.8131701249, 2.38446409411;Air;CO2 Total d'origine non biomasse uniquement;107600
065.06514;IVRY PARIS XIII;5,21E+13;43 -  rue Bruneseau;75013;PARIS;PARIS;ILE-DE-FRANCE;603789.5;2424884;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à  l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure;48.8223304414, 2.38808535985;Air;Plomb et ses composés (Pb);19738259,24
065.06515;CPCU - CENTRALE D'IVRY;5,42E+13;69 QUAI AUGUSTE DESHAIES;94200;IVRY-SUR-SEINE;VAL-DE-MARNE;ILE-DE-FRANCE;605208;2424178;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.8159753136, 2.40738413355;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);429500
065.06526;Chaufferie Domaine Gazier;3,40E+13;;94310;ORLY;VAL-DE-MARNE;ILE-DE-FRANCE;605294;2416071;403Z;Production et distribution de chaleur;;;48.7431090446, 2.40845459517;Air;CO2 Total d'origine non biomasse uniquement;51600
065.06529;GENERIS - Site de Rungis;4,10E+13;1 rue du Four B.P 10328;94569;RUNGIS;VAL-DE-MARNE;ILE-DE-FRANCE;601360;2417410;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à  l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure;48.7551642511, 2.35499421171;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);3311132,62
065.06539;BILLON SAS;3,48E+13;5 AVENUE DE L'EPI D'OR;94800;VILLEJUIF;VAL-DE-MARNE;ILE-DE-FRANCE;602203;2420807;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à  30 m3;48.7856943955, 2.36647071078;Air;Trichloroéthylène (TRI);50140
065.06549;LASCO;3,38E+13;35 Rue Benoà®t Frachon;94500;CHAMPIGNY-SUR-MARNE;VAL-DE-MARNE;ILE-DE-FRANCE;614037;2424838;2561Z;Traitement et revêtement des métaux;;;48.8217757228, 2.52756332943;Air;Trichloroéthylène (TRI);7530
065.06556;Societe de Distribution de chaleur de Vitry;6,32E+13;;94400;VITRY-SUR-SEINE;VAL-DE-MARNE;ILE-DE-FRANCE;603659;2421514;403Z;Production et distribution de chaleur;;;48.7920423406, 2.38628049831;Air;Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);1381110
065.06558;CENTRE-VAL DE LOIRE de Production Thermique de VITRY SUR SEINE;5,52E+13;18 rue des Fusillés;94400;VITRY-SUR-SEINE;VAL-DE-MARNE;ILE-DE-FRANCE;604668.329;2420542.042;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.7833000027, 2.40000001124;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);101422712,9
065.06665;INX INTERNATIONAL FRANCE;4,54E+13;44 avenue de la commune de Paris;91220;BRETIGNY-SUR-ORGE;ESSONNE;ILE-DE-FRANCE;597380.69;2399111.22;2030Z;Fabrication de peintures -  vernis -  encres et mastics;;;48.5906773897, 2.30101607548;Air;Composés organiques volatils non méthaniques (COVNM);34600
065.06668;SERVIER (Institut de Recherches);7,78E+13;125 -  Chemin de Ronde;78290;CROISSY-SUR-SEINE;YVELINES;ILE-DE-FRANCE;586037;2431038;7219Z;Recherche-développement en autres sciences physiques et naturelles;;;48.877497176, 2.1462509634;Air;Dichlorométhane (DCM - chlorure de méthylène);16590
065.06672;Eurostar Engineering plastics;4,03E+13;ZI Rue de la ferme saint ladre;95470;FOSSES;VAL-D'OISE;ILE-DE-FRANCE;614035.55017875;2455518.7066132;2016Z;Fabrication de matières plastiques de base;;;49.0974919432, 2.52856000493;Air;Antimoine et ses composés (Sb);340,0078
065.06757;SITA Ile de France - ISDND du Mont Saint Sébastien;6,62E+13;ZAC Mont Saint Sébastien;77111;SOIGNOLLES-EN-BRIE;SEINE-ET-MARNE;ILE-DE-FRANCE;626600;2406100;3811Z;Collecte des déchets non dangereux;5.(d);Décharges -  à  l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à  l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;48.6529588709, 2.6973875874;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);3567130
065.06767;Routière de l'Est Parisien;6,12E+13;Route d'Ecouen;95720;BOUQUEVAL;VAL-D'OISE;ILE-DE-FRANCE;605474;2447777;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à  l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à  l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;49.0280559338, 2.41130683913;Air;CO2 Total d'origine biomasse uniquement;62887500,29
065.06873;AUCHAN France VELIZY;4,10E+13;2 Avenue de l'Europe;78945;VELIZY-VILLACOUBLAY;YVELINES;ILE-DE-FRANCE;588514;2421034;4711F;Hypermarchés;;;48.7876346614, 2.18027372782;Air;Hydrochlorofluorocarbures (HCFC);1750
065.06877;AUCHAN;4,10E+13;Chemin Départemental 110 - BUCHELAY;78200;MANTES-LA-JOLIE;YVELINES;ILE-DE-FRANCE;552160;2442660;4711F;Hypermarchés;;;48.9803054717, 1.6833527108;Air;Hydroflurocarbures (HFC);2209
065.06939;SIAAP Site Seine Aval;2,58E+13;BP 104;78603;MAISONS-LAFFITTE;YVELINES;ILE-DE-FRANCE;585651.21709439;2442901.2503631;3700Z;Collecte et traitement des eaux usées;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.9841019375, 2.14059000506;Air;Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);103368325,7
065.06941;CHAUFFERIE DE MEAUX BEAUVAL;4,20E+13;50 -  rue Pierre Brasseur;77100;MEAUX;SEINE-ET-MARNE;ILE-DE-FRANCE;643008;2439306;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.950515597, 2.92334562773;Air;CO2 Total d'origine non biomasse uniquement;1092900
065.07039;Cogénération de Renault Flins;4,29E+13;Centrale de cogénération;;;;;;;;;;;;Air;CO2 Total d'origine non biomasse uniquement;1724000
065.07056;ALLEVARD REJNA AUTOSUSPENSIONS;5,16E+13;ZAC UNIVERSITE GARE;;;;;;;;;;;;Air;Nickel et ses composés (Ni);206,94
065.07291;Stockage Souterrain de Saint Clair sur Epte;4,88E+13;Le Héloy Le Bois d'Arnet;95770;SAINT-CLAIR-SUR-EPTE;VAL-D'OISE;ILE-DE-FRANCE;552215;2467831;5210B;Entreposage et stockage non frigorifique;;;49.2064787643, 1.68123533002;Air;Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);3855350
065.07338;auchan val d'europe;4,10E+13;14 cours du danube   serris   77708 marne la vallée cedex4;77708;SERRIS;SEINE-ET-MARNE;ILE-DE-FRANCE;632277.47;2428673.05;4711F;Hypermarchés;;;48.8555870865, 2.77612167768;Air;Hydroflurocarbures (HFC);738
065.07458;LOVETRA;3,21E+13;4 -  Av du Vert Galant;95310;SAINT-OUEN-L'AUMONE;VAL-D'OISE;ILE-DE-FRANCE;583245;2449445;7729Z;Location et location-bail d'autres biens personnels et domestiques;;;49.0428468544, 2.10747525507;Air;Tétrachloroéthylène (PER - perchloroéthylène);23310,9
065.07535;DALKIA (CH René Dubost);4,57E+13;6 avenue de l'Ile de france;95300;PONTOISE;VAL-D'OISE;ILE-DE-FRANCE;582605.06;2451513.68;3530Z;Production et distribution de vapeur et d'air conditionné;;;49.061418697, 2.09864198808;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);234300
065.08155;SAGEM DEFENSE SECURITE;4,80E+13;15-19 rue Louise Michel;78711;MANTES-LA-VILLE;YVELINES;ILE-DE-FRANCE;553900;2442900;2651A;Fabrication d'équipements d'aide à  la navigation;;;48.9825898865, 1.70708131462;Air;Dichlorométhane (DCM - chlorure de méthylène);7913
065.08159;KNAUF Plà¢tres;3,18E+13;Zone Industrielle du Sauvoy;77165;SAINT-SOUPPLETS;SEINE-ET-MARNE;ILE-DE-FRANCE;631485.571;2446596.596;2362Z;Fabrication d'éléments en plà¢tre pour la construction;3.(b);Extraction à  ciel ouvert et exploitation en carrière lorsque la surperficie du site oà¹ sont effectuées des opérations d'extraction est égale à  25 hectares;49.0166999978, 2.76667000629;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);1673100
065.08485;East Balt France;3,52E+13;22 rue condorcet;91700;FLEURY-MEROGIS;ESSONNE;ILE-DE-FRANCE;584380;2459700;1071A;Fabrication industrielle de pain et de pà¢tisserie fraà®che;;;49.135023268, 2.12260690967;Air;Hydrochlorofluorocarbures (HCFC);206080
065.08918;CENTRE-VAL DE LOIRE CEA de Saclay;7,76E+13;CEA Saclay;91191;GIF-SUR-YVETTE;ESSONNE;ILE-DE-FRANCE;585032.66;2409434.125;7219Z;Recherche-développement en autres sciences physiques et naturelles;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.6833000002, 2.13333001024;Air;CO2 Total d'origine non biomasse uniquement;298780,5
065.09014;EDWARDS;3,79E+13;"chez ALTIS SEMICONDUCTOR 224 -  bld.John Kennedy""";91100;CORBEIL-ESSONNES;ESSONNE;ILE-DE-FRANCE;610300;2401200;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;;;48.6093780488, 2.47613074977;Air;Acide fluorhydrique (flurorure d'hydrogène);8
065.09350;COREPA SNC;4,14E+13;28 Rue de Beaumont;95820;BRUYERES-SUR-OISE;VAL-D'OISE;ILE-DE-FRANCE;599500;2462100;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;49.1567798366, 2.32965150999;Air;Chlorofluorocarbures (CFC);123,01209
065.09507;SITA IDF ISDND de La Butte Bellot;6,62E+13;La Butte Bellot   D 619;77111;SOIGNOLLES-EN-BRIE;SEINE-ET-MARNE;ILE-DE-FRANCE;626600;2406100;3811Z;Collecte des déchets non dangereux;5.(d);Décharges -  à  l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à  l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;48.6529588709, 2.6973875874;Air;Méthane (CH4);3433862
065.09528;COSSON;7,76E+13;;95700;ROISSY-EN-FRANCE;VAL-D'OISE;ILE-DE-FRANCE;613224;2444910;602L;Transports routiers de marchandises de proximité;;;49.0021799135, 2.51712285145;Air;Méthane (CH4);3100004,51
065.09651;VAL HORIZON;5,78E+13;Installation de stockage de déchets non dangereux  Chemin des Fonds;95570;ATTAINVILLE;VAL-D'OISE;ILE-DE-FRANCE;600640;2450989;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à  l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à  l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;49.0569417268, 2.34525333828;Air;Méthane (CH4);3692000
065.09809;LUNDIN INTERNATIONAL;5,72E+13;LA MARNE AUX OS CLUSTER MRS;77320;SANCY-LES-PROVINS;SEINE-ET-MARNE;ILE-DE-FRANCE;677870.08;2412641.53;0610Z;Extraction de pétrole brut;;;48.7076026184, 3.39409991797;Air;Composés organiques volatils non méthaniques (COVNM);520700
065.09956;SIEMENS SAS;5,62E+13;ZI 617 -  rue Fourny  BP 20;78531;BUC;YVELINES;ILE-DE-FRANCE;584800;2420100;3320D;Installation d'équipements électriques -  de matériels électroniques et optiques ou d'autres matériels;;;48.7791625393, 2.12978955428;Air;Hydroflurocarbures (HFC);5010
065.10009;CURMA (VICTOR BASCH);6,12E+13;Rue Victor Basch;91300;MASSY;ESSONNE;ILE-DE-FRANCE;595396;2414305;3530Z;Production et distribution de vapeur et d'air conditionné;;;48.7272401803, 2.27395648717;Air;CO2 Total d'origine non biomasse uniquement;46400
065.10421;SEMAVERT - ISDND;7,02E+13;Cimetière aux Chevaux & Braseux;91810;VERT-LE-GRAND;ESSONNE;ILE-DE-FRANCE;601700;2397100;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à  l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à  l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;48.5726013092, 2.35953772183;Air;CO2 Total d'origine biomasse uniquement;13884910
065.10717;EXPRIM;4,01E+13;18 -  Rue de la Fontaine Chaude  ZA - Ouest;78660;ABLIS;YVELINES;ILE-DE-FRANCE;562322.08;2391298.32;1812Z;Autre imprimerie (labeur);9.(c);Installations destinées au traitement de surface de matières -  d'objets ou de produits à  l'aide de solvants organiques -  notamment pour les opérations d'apprêt -  d'impression -  de revêtement -  de dégraissage -  d'imperméabilisation -  de collage -  de peinture -  de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an;48.5193470577, 1.82664474762;Air;Composés organiques volatils non méthaniques (COVNM);40000
065.10967;Auchan France;4,10E+13;CENTRE-VAL DE LOIRE commercial  chemin de briis;91140;VILLEBON-SUR-YVETTE;ESSONNE;ILE-DE-FRANCE;591870;2410744;4711F;Hypermarchés;;;48.6951971133, 2.22611994235;Air;Hydroflurocarbures (HFC);200
065.11220;Station de Compression de Chà¢teau Landon;5,42E+13;;77570;CHATEAU-LANDON;SEINE-ET-MARNE;ILE-DE-FRANCE;627234;2350164;603Z;Transports par conduites;;;48.1500491744, 2.70246269524;Air;Composés organiques volatils non méthaniques (COVNM);1062200
065.11605;EDF R&D Site des Renardières;5,52E+13;1 -  Avenue des Renardières BP 46;77818;MORET-SUR-LOING;SEINE-ET-MARNE;ILE-DE-FRANCE;635778;2375547;3511Z;Production d'électricité;;;48.3778568637, 2.81935920706;Air;Hydrochlorofluorocarbures (HCFC);4494,43
065.12368;EDF Division Production Energie Thermique;5,52E+13;Allée Marcel Paul;77360;VAIRES-SUR-MARNE;SEINE-ET-MARNE;ILE-DE-FRANCE;623426;2430632;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.8735759412, 2.65567514816;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);831400
065.12371;SARP INDUSTRIES BIOCARBURANTS;3,04E+13;727 Route du Hazay;78520;LIMAY;YVELINES;ILE-DE-FRANCE;556793;2441801;3822Z;Traitement et élimination des déchets dangereux;5.(c);Installations destinées à  l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour;48.9729158798, 1.74669184762;Air;Méthanol (alcool méthylique);571200
065.12680;Chaufferie de Sarcelles;4,87E+13;Rue Chantereine Bordure de la Route Nationale 16;95200;SARCELLES;VAL-D'OISE;ILE-DE-FRANCE;602937.71;2442956.05;3530Z;Production et distribution de vapeur et d'air conditionné;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;48.9847498449, 2.37661474048;Air;CO2 Total (CO2 d'origine biomasse et non biomasse);225000
065.12960;Natixis site de Bailly Romainvilliers;5,42E+13;1 avenue Pierre Gilles de Gennes;77700;BAILLY-ROMAINVILLIERS;SEINE-ET-MARNE;ILE-DE-FRANCE;635562;2427702;6492Z;Autre distribution de crédit;;;48.8466867378, 2.82077423035;Air;Hydroflurocarbures (HFC);311
